,PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
6803,116564,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
6804,116565,Italy,Great Britain/United Kingdom,Italy,Czech Republic,Netherlands,Italy,Bulgaria,Male,30-49
6805,116566,Italy,Don't know,Don't know,Romania,None,Italy,Germany,Female,50-64
6806,116567,Italy,Germany,Poland,Hungary,Austria,Italy,Romania,Male,50-64
6807,116568,Italy,None,Don't know,Czech Republic,Don't know,Don't know,Don't know,Male,18-29
6808,116569,Italy,Germany,Spain,Ireland,Don't know,Don't know,None,Female,30-49
6809,116570,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
6810,116571,Italy,None,Slovenia,Ireland,Don't know,Don't know,Romania,Male,50-64
6811,116572,Italy,Don't know,Don't know,Romania,None,Italy,Romania,Female,30-49
6812,116573,Italy,None,Don't know,None,Don't know,None,Don't know,Female,50-64
6813,116574,Italy,Sweden,Romania,Germany,Finland,Spain,Romania,Male,50-64
6814,116575,Italy,Germany,Italy,Germany,Great Britain/United Kingdom,Italy,Germany,Male,30-49
6815,116576,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
6816,116577,Italy,Belgium,Slovenia,Germany,Romania,Sweden,Romania,Male,65+
6817,116578,Italy,Sweden,Romania,Romania,Sweden,Cyprus,Germany,Female,30-49
6818,116579,Italy,Denmark,Great Britain/United Kingdom,Great Britain/United Kingdom,Sweden,Lithuania,Germany,Male,50-64
6819,116580,Italy,Germany,Greece,Hungary,Netherlands,Italy,Germany,Male,65+
6820,116581,Italy,Don't know,Don't know,France,Don't know,Don't know,Don't know,Female,30-49
6821,116582,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
6822,116583,Italy,Germany,Romania,Slovakia,Denmark,Greece,Romania,Female,50-64
6823,116584,Italy,Germany,Romania,France,Italy,Don't know,Don't know,Male,30-49
6824,116585,Italy,Sweden,Italy,Italy,Great Britain/United Kingdom,Spain,Romania,Female,18-29
6825,116586,Italy,Austria,Greece,Germany,Finland,Italy,Germany,Female,50-64
6826,116587,Italy,France,Italy,Great Britain/United Kingdom,Spain,Italy,Germany,Male,30-49
6827,116588,Italy,Austria,Don't know,Don't know,Don't know,Italy,Germany,Female,50-64
6828,116589,Italy,Refused,Refused,Refused,Refused,Refused,Refused,Female,65+
6829,116590,Italy,None,None,Italy,Austria,None,None,Female,30-49
6830,116591,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
6831,116592,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
6832,116593,Italy,Don't know,Don't know,Germany,Don't know,Don't know,Don't know,Female,50-64
6833,116594,Italy,Austria,Don't know,Don't know,Don't know,Italy,Don't know,Female,50-64
6834,116595,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
6835,116596,Italy,Don't know,Don't know,Romania,Netherlands,Italy,Romania,Female,30-49
6836,116597,Italy,Germany,Bulgaria,Romania,Netherlands,Italy,Romania,Female,65+
6837,116598,Italy,None,None,None,None,None,None,Male,50-64
6838,116599,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
6839,116600,Italy,Sweden,Italy,Germany,Spain,Greece,Germany,Female,30-49
6840,116601,Italy,Sweden,Greece,Germany,Spain,Greece,Italy,Male,30-49
6841,116602,Italy,Germany,Italy,Great Britain/United Kingdom,Spain,Greece,Germany,Male,50-64
6842,116603,Italy,Sweden,Romania,Germany,Ireland,Slovakia,Germany,Female,65+
6843,116604,Italy,Denmark,Italy,Germany,Spain,Greece,Malta,Female,50-64
6844,116605,Italy,Germany,Italy,Italy,Portugal,Poland,Italy,Female,30-49
6845,116606,Italy,Denmark,Italy,Germany,Spain,Portugal,Germany,Male,30-49
6846,116607,Italy,Netherlands,Romania,Germany,Spain,Greece,Germany,Male,65+
6847,116608,Italy,Austria,Italy,Germany,Spain,Greece,Germany,Female,30-49
6848,116609,Italy,Finland,Italy,Italy,Sweden,Greece,Germany,Male,50-64
6849,116610,Italy,Great Britain/United Kingdom,Greece,None,Italy,Romania,None,Female,18-29
6850,116611,Italy,Sweden,Greece,Germany,Romania,Don't know,Don't know,Female,18-29
6851,116612,Italy,Denmark,Greece,Don't know,Don't know,Romania,Spain,Male,30-49
6852,116613,Italy,Poland,Spain,Germany,Greece,Romania,Don't know,Male,30-49
6853,116614,Italy,Czech Republic,Bulgaria,Greece,Portugal,Romania,Spain,Male,30-49
6854,116615,Italy,Don't know,Don't know,Germany,France,Poland,Great Britain/United Kingdom,Male,30-49
6855,116616,Italy,France,Romania,Great Britain/United Kingdom,Spain,Don't know,Don't know,Male,65+
6856,116617,Italy,Germany,Greece,France,Spain,Spain,Czech Republic,Female,18-29
6857,116618,Italy,Italy,Don't know,Bulgaria,Greece,Don't know,Don't know,Female,18-29
6858,116619,Italy,Sweden,Italy,Germany,Netherlands,Don't know,Don't know,Male,65+
6859,116620,Italy,France,Slovakia,Romania,France,Italy,Germany,Female,50-64
6860,116621,Italy,France,Germany,Germany,Poland,Italy,Hungary,Male,30-49
6861,116622,Italy,Bulgaria,Slovenia,Romania,Italy,Italy,Estonia,Female,50-64
6862,116623,Italy,Great Britain/United Kingdom,Romania,Germany,Italy,Italy,Germany,Female,50-64
6863,116624,Italy,Great Britain/United Kingdom,Greece,Romania,Spain,Italy,Germany,Male,30-49
6864,116625,Italy,Greece,Slovenia,Romania,France,Italy,Germany,Female,65+
6865,116626,Italy,France,Italy,Germany,Denmark,Italy,Denmark,Female,30-49
6866,116627,Italy,Germany,Romania,Romania,Italy,Great Britain/United Kingdom,Romania,Female,30-49
6867,116628,Italy,Germany,France,Germany,Italy,Italy,France,Male,18-29
6868,116629,Italy,None,Romania,Don't know,Germany,Italy,Germany,Male,18-29
6869,116630,Italy,Denmark,Don't know,France,Spain,Don't know,Germany,Male,30-49
6870,116631,Italy,Finland,Germany,Germany,Denmark,Italy,Malta,Female,30-49
6871,116632,Italy,Germany,Don't know,France,Italy,Italy,Great Britain/United Kingdom,Male,30-49
6872,116633,Italy,Netherlands,Romania,Great Britain/United Kingdom,Netherlands,Spain,Latvia,Male,18-29
6873,116634,Italy,Finland,Romania,None,None,Finland,Romania,Female,30-49
6874,116635,Italy,Denmark,Greece,Italy,Finland,Don't know,Lithuania,Female,30-49
6875,116636,Italy,Don't know,Don't know,Italy,Don't know,Italy,Don't know,Male,65+
6876,116637,Italy,Sweden,Don't know,France,Greece,Don't know,Germany,Male,30-49
6877,116638,Italy,Austria,Romania,Germany,Spain,Italy,France,Female,65+
6878,116639,Italy,Germany,Italy,Italy,Great Britain/United Kingdom,Don't know,Don't know,Male,65+
6879,116640,Italy,Finland,Greece,France,Poland,Italy,Germany,Female,30-49
6880,116641,Italy,Germany,Greece,Great Britain/United Kingdom,Italy,Italy,Germany,Female,50-64
6881,116642,Italy,Italy,Romania,Germany,France,Belgium,Austria,Male,30-49
6882,116643,Italy,Belgium,Romania,France,Germany,Spain,Great Britain/United Kingdom,Male,18-29
6883,116644,Italy,Denmark,Greece,Germany,Spain,Finland,Germany,Female,18-29
6884,116645,Italy,Germany,Italy,Great Britain/United Kingdom,France,Greece,Germany,Female,50-64
6885,116646,Italy,France,Germany,Italy,Great Britain/United Kingdom,Italy,Germany,Female,50-64
6886,116647,Italy,Sweden,Germany,Germany,Sweden,France,Germany,Male,30-49
6887,116648,Italy,Netherlands,Italy,Italy,Sweden,Italy,Germany,Male,50-64
6888,116649,Italy,Ireland,Romania,France,Sweden,Italy,Germany,Male,30-49
6889,116650,Italy,Italy,Greece,France,Italy,Italy,Germany,Male,50-64
6890,116651,Italy,Denmark,Czech Republic,Germany,Italy,Greece,Germany,Male,18-29
6891,116652,Italy,Netherlands,Greece,Germany,Portugal,Portugal,Germany,Male,50-64
6892,116653,Italy,Germany,Romania,Austria,Netherlands,Spain,Romania,Female,50-64
6893,116654,Italy,Austria,Greece,Great Britain/United Kingdom,Spain,Luxembourg,Germany,Female,50-64
6894,116655,Italy,Austria,Romania,Germany,Netherlands,Netherlands,Austria,Male,18-29
6895,116656,Italy,Don't know,Italy,France,Malta,Don't know,Don't know,Female,50-64
6896,116657,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
6897,116658,Italy,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Spain,Great Britain/United Kingdom,Male,65+
6898,116659,Italy,Netherlands,Greece,Germany,Spain,France,Germany,Male,18-29
6899,116660,Italy,Sweden,Italy,Germany,Spain,Don't know,Don't know,Male,50-64
6900,116661,Italy,Denmark,Greece,Great Britain/United Kingdom,Denmark,Netherlands,Great Britain/United Kingdom,Male,50-64
6901,116662,Italy,Luxembourg,Latvia,Great Britain/United Kingdom,Italy,Italy,Germany,Female,50-64
6902,116663,Italy,Sweden,Romania,Bulgaria,Sweden,Don't know,Germany,Female,65+
6903,116664,Italy,Austria,Romania,Romania,Spain,Italy,Germany,Male,18-29
6904,116665,Italy,Sweden,Greece,Germany,Denmark,Refused,Refused,Female,18-29
6905,116666,Italy,Sweden,Italy,Don't know,Don't know,Don't know,Don't know,Female,18-29
6906,116667,Italy,Don't know,Don't know,France,Italy,Don't know,Don't know,Female,30-49
6907,116668,Italy,Don't know,Don't know,Italy,Don't know,Don't know,Don't know,Female,65+
6908,116669,Italy,Great Britain/United Kingdom,Italy,Germany,Don't know,Italy,Germany,Female,50-64
6909,116670,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
6910,116671,Italy,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Male,30-49
6911,116672,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
6912,116673,Italy,Denmark,Romania,Don't know,Don't know,Italy,Sweden,Male,50-64
6913,116674,Italy,None,Italy,Italy,Denmark,Greece,Germany,Female,30-49
6914,116675,Italy,France,Romania,Germany,Greece,Greece,Italy,Female,30-49
6915,116676,Italy,None,Italy,Italy,Great Britain/United Kingdom,Greece,Germany,Female,65+
6916,116677,Italy,Germany,Italy,France,Greece,Italy,France,Male,30-49
6917,116678,Italy,Germany,Greece,Italy,Spain,Italy,Germany,Female,65+
6918,116679,Italy,Germany,Romania,Italy,Denmark,Italy,Germany,Female,30-49
6919,116680,Italy,France,Italy,Germany,Spain,Greece,Germany,Male,65+
6920,116681,Italy,Sweden,Italy,Germany,Finland,None,None,Female,30-49
6921,116682,Italy,Netherlands,Italy,Germany,Sweden,None,Germany,Male,30-49
6922,116683,Italy,Ireland,Italy,Germany,Spain,None,Germany,Male,30-49
6923,116684,Italy,Netherlands,Italy,Germany,None,None,Germany,Female,50-64
6924,116685,Italy,None,Don't know,Germany,None,None,Don't know,Male,18-29
6925,116686,Italy,Great Britain/United Kingdom,Greece,Sweden,Denmark,Italy,Austria,Female,50-64
6926,116687,Italy,Belgium,Romania,Austria,Poland,Italy,Great Britain/United Kingdom,Male,65+
6927,116688,Italy,Finland,Germany,Netherlands,Italy,Italy,Germany,Female,50-64
6928,116689,Italy,Belgium,Greece,Netherlands,Italy,None,Great Britain/United Kingdom,Female,50-64
6929,116690,Italy,Great Britain/United Kingdom,Italy,Germany,Spain,Poland,Netherlands,Male,65+
6930,116691,Italy,Italy,Romania,France,Italy,Italy,Austria,Male,18-29
6931,116692,Italy,Italy,Romania,Slovakia,Lithuania,Great Britain/United Kingdom,Bulgaria,Male,50-64
6932,116693,Italy,Sweden,Germany,None,Germany,Italy,Great Britain/United Kingdom,Male,30-49
6933,116694,Italy,Sweden,Malta,Don't know,Greece,Italy,Malta,Female,18-29
6934,116695,Italy,Sweden,Romania,France,Poland,Austria,Don't know,Female,50-64
6935,116696,Italy,Austria,Germany,Spain,France,France,Latvia,Male,30-49
6936,116697,Italy,None,None,Don't know,Don't know,Refused,Refused,Female,50-64
6937,116698,Italy,Great Britain/United Kingdom,France,France,Great Britain/United Kingdom,Spain,France,Female,65+
6938,116699,Italy,Germany,Greece,Germany,Greece,Italy,Germany,Female,65+
6939,116700,Italy,Germany,Greece,Italy,Germany,Germany,Italy,Male,50-64
6940,116701,Italy,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Male,50-64
6941,116702,Italy,None,Germany,France,Spain,Spain,Germany,Female,50-64
6942,116703,Italy,Germany,Czech Republic,Great Britain/United Kingdom,Greece,Don't know,Germany,Female,65+
6943,116704,Italy,Germany,Italy,Romania,Great Britain/United Kingdom,Italy,France,Male,18-29
6944,116705,Italy,Sweden,France,Italy,Spain,Italy,Spain,Female,65+
6945,116706,Italy,Finland,Italy,France,Spain,Don't know,Germany,Male,30-49
6946,116707,Italy,None,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
6947,116708,Italy,Germany,Greece,France,Denmark,Great Britain/United Kingdom,Greece,Female,18-29
6948,116709,Italy,Denmark,Romania,France,Germany,Germany,Italy,Male,50-64
6949,116710,Italy,Great Britain/United Kingdom,Italy,Italy,Great Britain/United Kingdom,Great Britain/United Kingdom,Italy,Male,30-49
6950,116711,Italy,None,Italy,Don't know,Don't know,Don't know,Don't know,Female,30-49
6951,116712,Italy,Don't know,Italy,Don't know,Don't know,Don't know,Don't know,Female,30-49
6952,116713,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
6953,116714,Italy,Germany,Romania,France,Italy,Spain,Germany,Male,18-29
6954,116715,Italy,France,None,Germany,France,Spain,Germany,Female,18-29
6955,116716,Italy,Austria,Greece,Germany,Austria,Great Britain/United Kingdom,Belgium,Female,18-29
6956,116717,Italy,Spain,Germany,Germany,Spain,Italy,France,Female,30-49
6957,116718,Italy,Sweden,Romania,Italy,Denmark,Don't know,Don't know,Male,30-49
6958,116719,Italy,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
6959,116720,Italy,Austria,Belgium,Czech Republic,Belgium,Great Britain/United Kingdom,Austria,Female,50-64
6960,116721,Italy,Germany,Italy,Ireland,Denmark,Spain,Germany,Female,50-64
6961,116722,Italy,Germany,Greece,Germany,Spain,Greece,Germany,Male,30-49
6962,116723,Italy,France,Italy,Germany,Spain,Czech Republic,Great Britain/United Kingdom,Male,18-29
6963,116724,Italy,Germany,Italy,Germany,Italy,Netherlands,Portugal,Female,65+
6964,116725,Italy,Germany,Czech Republic,Refused,Refused,Don't know,Don't know,Female,30-49
6965,116726,Italy,Germany,Greece,Germany,Italy,Italy,Germany,Female,30-49
6966,116727,Italy,Germany,Romania,France,Don't know,None,Don't know,Female,30-49
6967,116728,Italy,Germany,Italy,France,Spain,Great Britain/United Kingdom,Germany,Male,18-29
6968,116729,Italy,Netherlands,Italy,Germany,Italy,Netherlands,Germany,Male,18-29
6969,116730,Italy,Germany,Italy,None,None,Italy,Germany,Female,50-64
6970,116731,Italy,Great Britain/United Kingdom,Greece,Germany,Poland,Italy,Romania,Female,65+
6971,116732,Italy,Austria,Greece,Germany,Austria,Italy,Germany,Male,50-64
6972,116733,Italy,Austria,Spain,Germany,Poland,Italy,Czech Republic,Male,50-64
6973,116734,Italy,Austria,Slovenia,Czech Republic,Malta,Italy,Germany,Male,18-29
6974,116735,Italy,Austria,Bulgaria,Germany,Poland,Italy,Czech Republic,Male,50-64
6975,116736,Italy,Great Britain/United Kingdom,Cyprus,Romania,Finland,Spain,Germany,Female,50-64
6976,116737,Italy,Italy,Netherlands,Romania,Italy,Germany,Belgium,Female,65+
6977,116738,Italy,Luxembourg,Spain,Germany,Great Britain/United Kingdom,Italy,Greece,Female,30-49
6978,116739,Italy,Belgium,Romania,None,None,Italy,Slovenia,Female,65+
6979,116740,Italy,Ireland,Greece,None,None,Italy,Germany,Female,50-64
6980,116741,Italy,Austria,Latvia,Germany,None,Italy,Germany,Male,30-49
6981,116742,Italy,Denmark,Germany,Germany,Denmark,Greece,Germany,Male,50-64
6982,116743,Italy,Finland,Romania,France,Sweden,Greece,Germany,Female,50-64
6983,116744,Italy,Finland,Italy,Germany,Denmark,Spain,Germany,Male,65+
6984,116745,Italy,Great Britain/United Kingdom,Greece,Germany,Don't know,Don't know,Don't know,Female,50-64
6985,116746,Italy,Italy,Germany,Germany,Italy,Italy,Germany,Female,50-64
6986,116747,Italy,Italy,Romania,Great Britain/United Kingdom,Spain,None,None,Female,18-29
6987,116748,Italy,France,Spain,Spain,France,France,Italy,Female,50-64
6988,116749,Italy,Sweden,Greece,France,Germany,Italy,France,Female,18-29
6989,116750,Italy,Sweden,Refused,Refused,Refused,Italy,Germany,Male,65+
6990,116751,Italy,Germany,Italy,France,Denmark,Don't know,Don't know,Male,30-49
6991,116752,Italy,Germany,Italy,Italy,Don't know,Don't know,Don't know,Male,18-29
6992,116753,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
6993,116754,Italy,None,None,None,None,None,None,Female,50-64
6994,116755,Italy,Poland,Ireland,Luxembourg,Great Britain/United Kingdom,Germany,Belgium,Male,65+
6995,116756,Italy,Refused,Refused,Refused,Refused,Don't know,Don't know,Female,18-29
6996,116757,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
6997,116758,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
6998,116759,Italy,Denmark,Germany,Germany,Denmark,Don't know,None,Female,30-49
6999,116760,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7000,116761,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
7001,116762,Italy,Finland,Romania,Germany,Czech Republic,Greece,France,Female,30-49
7002,116763,Italy,Denmark,Bulgaria,Germany,Spain,Italy,Germany,Female,30-49
7003,116764,Italy,Sweden,Greece,Germany,Spain,Don't know,Great Britain/United Kingdom,Male,30-49
7004,116765,Italy,Sweden,Refused,France,Austria,Great Britain/United Kingdom,Germany,Female,18-29
7005,116766,Italy,Sweden,Italy,Great Britain/United Kingdom,Czech Republic,Don't know,Germany,Male,30-49
7006,116767,Italy,Germany,Romania,France,Spain,Italy,Great Britain/United Kingdom,Female,30-49
7007,116768,Italy,France,Romania,Germany,Spain,Italy,Germany,Male,50-64
7008,116769,Italy,Sweden,Romania,France,Spain,None,Great Britain/United Kingdom,Male,50-64
7009,116770,Italy,None,Italy,Italy,Spain,Don't know,Germany,Female,65+
7010,116771,Italy,Germany,France,Germany,Don't know,Don't know,Don't know,Male,65+
7011,116772,Italy,Germany,Don't know,Germany,Don't know,Don't know,Don't know,Female,65+
7012,116773,Italy,Netherlands,France,Germany,Spain,Italy,Germany,Male,30-49
7013,116774,Italy,Great Britain/United Kingdom,Germany,Germany,France,Greece,Germany,Female,30-49
7014,116775,Italy,Great Britain/United Kingdom,Don't know,Germany,Spain,Italy,Germany,Female,30-49
7015,116776,Italy,Germany,Great Britain/United Kingdom,Great Britain/United Kingdom,Spain,Greece,Don't know,Male,50-64
7016,116777,Italy,Germany,Greece,France,Spain,Spain,Germany,Male,30-49
7017,116778,Italy,Great Britain/United Kingdom,Greece,France,Spain,Spain,Germany,Female,18-29
7018,116779,Italy,France,Greece,Germany,Greece,Belgium,Germany,Male,18-29
7019,116780,Italy,Don't know,Italy,Italy,Slovenia,None,None,Male,65+
7020,116781,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
7021,116782,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7022,116783,Italy,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,50-64
7023,116784,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
7024,116785,Italy,Germany,Don't know,Refused,Refused,Don't know,Don't know,Female,50-64
7025,116786,Italy,Refused,Refused,Refused,Refused,Refused,Refused,Male,30-49
7026,116787,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
7027,116788,Italy,Refused,Refused,Refused,Refused,Refused,Refused,Female,30-49
7028,116789,Italy,Germany,Italy,Italy,France,Don't know,Don't know,Male,50-64
7029,116790,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
7030,116791,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7031,116792,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
7032,116793,Italy,Great Britain/United Kingdom,Italy,Italy,Great Britain/United Kingdom,None,None,Male,30-49
7033,116794,Italy,Lithuania,Romania,Germany,Italy,Italy,Romania,Female,50-64
7034,116795,Italy,Austria,Romania,Germany,Spain,Italy,Germany,Male,50-64
7035,116796,Italy,Austria,Greece,Germany,Spain,Italy,Germany,Male,18-29
7036,116797,Italy,Germany,Greece,Germany,Italy,Italy,Germany,Female,30-49
7037,116798,Italy,Great Britain/United Kingdom,Romania,Germany,Spain,Luxembourg,Hungary,Female,50-64
7038,116799,Italy,Austria,France,Germany,Spain,Italy,Portugal,Female,50-64
7039,116800,Italy,Sweden,Greece,Denmark,Portugal,Italy,Malta,Female,65+
7040,116801,Italy,None,Don't know,None,None,None,None,Female,30-49
7041,116802,Italy,Great Britain/United Kingdom,Germany,Austria,Spain,Netherlands,Hungary,Female,18-29
7042,116803,Italy,Luxembourg,Malta,France,Greece,Belgium,Slovenia,Male,18-29
7043,116804,Italy,Malta,Estonia,Ireland,Romania,Italy,Slovakia,Male,30-49
7044,116805,Italy,Great Britain/United Kingdom,Italy,Czech Republic,Poland,Spain,France,Female,50-64
7045,116806,Italy,None,Germany,France,Greece,Spain,Estonia,Male,50-64
7046,116807,Italy,Sweden,Luxembourg,Germany,Great Britain/United Kingdom,Greece,Bulgaria,Male,30-49
7047,116808,Italy,Netherlands,Germany,Finland,Italy,Poland,Slovenia,Male,30-49
7048,116809,Italy,Austria,Italy,Romania,Sweden,Italy,Germany,Male,50-64
7049,116810,Italy,Germany,Italy,Poland,Denmark,Spain,France,Male,50-64
7050,116811,Italy,Germany,Romania,Romania,Great Britain/United Kingdom,Italy,Romania,Male,30-49
7051,116812,Italy,Italy,Romania,Romania,Italy,Italy,Great Britain/United Kingdom,Male,65+
7052,116813,Italy,Don't know,Italy,Romania,Austria,Italy,Hungary,Female,50-64
7053,116814,Italy,Denmark,Romania,Romania,Sweden,Italy,Great Britain/United Kingdom,Female,30-49
7054,116815,Italy,Great Britain/United Kingdom,Romania,Romania,Italy,Italy,Czech Republic,Male,50-64
7055,116816,Italy,Great Britain/United Kingdom,Romania,Romania,Denmark,Greece,Don't know,Female,30-49
7056,116817,Italy,Germany,Italy,Germany,Spain,Portugal,Great Britain/United Kingdom,Female,30-49
7057,116818,Italy,Germany,Italy,Romania,Don't know,Italy,Great Britain/United Kingdom,Male,50-64
7058,116819,Italy,Italy,Romania,Romania,Italy,Italy,Romania,Female,18-29
7059,116820,Italy,Germany,Italy,Great Britain/United Kingdom,Spain,Italy,Germany,Male,65+
7060,116821,Italy,Germany,Romania,Great Britain/United Kingdom,France,Italy,Germany,Male,30-49
7061,116822,Italy,Great Britain/United Kingdom,Greece,France,Spain,Don't know,Germany,Female,50-64
7062,116823,Italy,Germany,Italy,Don't know,Don't know,Don't know,Don't know,Female,30-49
7063,116824,Italy,Germany,Don't know,Great Britain/United Kingdom,Spain,Italy,Germany,Female,30-49
7064,116825,Italy,Germany,Romania,Great Britain/United Kingdom,Poland,Italy,Great Britain/United Kingdom,Male,18-29
7065,116826,Italy,Germany,Romania,Great Britain/United Kingdom,Don't know,Italy,Germany,Female,65+
7066,116827,Italy,Germany,Italy,Spain,Sweden,Italy,Great Britain/United Kingdom,Female,30-49
7067,116828,Italy,France,Romania,Great Britain/United Kingdom,Greece,Italy,Germany,Male,30-49
7068,116829,Italy,Germany,Greece,Great Britain/United Kingdom,Spain,Poland,France,Male,30-49
7069,116830,Italy,Germany,Italy,France,Italy,Spain,Great Britain/United Kingdom,Female,50-64
7070,116831,Italy,None,Greece,Italy,Great Britain/United Kingdom,Spain,Germany,Male,30-49
7071,116832,Italy,None,Italy,Italy,None,Spain,Great Britain/United Kingdom,Male,50-64
7072,116833,Italy,France,Italy,Italy,Sweden,Italy,Great Britain/United Kingdom,Female,30-49
7073,116834,Italy,Netherlands,Italy,Italy,Luxembourg,Italy,Finland,Male,65+
7074,116835,Italy,Austria,Italy,Italy,Great Britain/United Kingdom,Germany,Greece,Female,50-64
7075,116836,Italy,Austria,Germany,Germany,Netherlands,Denmark,Belgium,Female,30-49
7076,116837,Italy,Ireland,Italy,Spain,Sweden,Great Britain/United Kingdom,Romania,Male,30-49
7077,116838,Italy,Germany,Italy,Italy,Finland,Italy,Great Britain/United Kingdom,Male,30-49
7078,116839,Italy,Sweden,Italy,Italy,France,Italy,France,Female,30-49
7079,116840,Italy,Great Britain/United Kingdom,Spain,Greece,Austria,Great Britain/United Kingdom,Germany,Female,65+
7080,116841,Italy,Finland,Romania,Great Britain/United Kingdom,Italy,Spain,Germany,Female,30-49
7081,116842,Italy,Finland,Romania,Great Britain/United Kingdom,Sweden,Italy,Romania,Female,65+
7082,116843,Italy,Austria,Italy,Germany,Italy,Italy,Germany,Male,30-49
7083,116844,Italy,Austria,Romania,Germany,Austria,Italy,Germany,Female,65+
7084,116845,Italy,Denmark,Romania,Germany,Spain,Don't know,Don't know,Female,30-49
7085,116846,Italy,Austria,Slovenia,Romania,Austria,Italy,Don't know,Male,30-49
7086,116847,Italy,Austria,Belgium,Romania,Austria,Latvia,Great Britain/United Kingdom,Male,30-49
7087,116848,Italy,Finland,Italy,France,Italy,Italy,Great Britain/United Kingdom,Female,65+
7088,116849,Italy,Germany,Romania,Germany,Italy,Italy,Don't know,Male,50-64
7089,116850,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
7090,116851,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7091,116852,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,50-64
7092,116853,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,18-29
7093,116854,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
7094,116855,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7095,116856,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
7096,116857,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,65+
7097,116858,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,65+
7098,116859,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,30-49
7099,116860,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,18-29
7100,116861,Italy,Finland,Italy,Italy,Finland,None,Italy,Male,30-49
7101,116862,Italy,Spain,Italy,Don't know,Don't know,Italy,Don't know,Female,50-64
7102,116863,Italy,Italy,Romania,Great Britain/United Kingdom,Italy,Italy,Don't know,Female,50-64
7103,116864,Italy,Germany,Italy,Italy,Don't know,Don't know,Don't know,Female,65+
7104,116865,Italy,Sweden,Czech Republic,Spain,Don't know,Great Britain/United Kingdom,Romania,Male,18-29
7105,116866,Italy,Germany,Great Britain/United Kingdom,Germany,Italy,Italy,Don't know,Male,65+
7106,116867,Italy,Austria,Romania,Don't know,Don't know,Italy,Don't know,Male,30-49
7107,116868,Italy,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,30-49
7108,116869,Italy,Germany,Spain,Ireland,Sweden,Don't know,Don't know,Male,30-49
7109,116870,Italy,France,Romania,Great Britain/United Kingdom,Netherlands,Italy,Germany,Female,18-29
7110,116871,Italy,France,Italy,Don't know,Don't know,Don't know,Don't know,Female,65+
