PSRAID,COUNTRY,Trust0,Trust1,Arrogance0,Arrogance1,Compassion0,Compassion1,Gender,Age
113413,Greece,Cyprus,Denmark,Germany,France,Finland,Germany,Male,45
113414,Greece,Spain,Italy,Germany,Greece,Spain,Germany,Female,64
113415,Greece,France,Italy,Germany,Greece,Greece,Germany,Male,22
113416,Greece,France,Germany,Germany,France,Spain,Germany,Female,64
113417,Greece,France,Germany,Germany,France,France,Germany,Female,57
113418,Greece,Great Britain/United Kingdom,Italy,Germany,Spain,Greece,Germany,Female,29
113419,Greece,Sweden,Italy,Germany,Greece,Greece,Germany,Female,45
113420,Greece,France,Germany,Germany,France,Spain,Germany,Female,37
113421,Greece,France,Don't know,Great Britain/United Kingdom,Spain,Spain,Germany,Female,34
113422,Greece,Finland,Germany,Germany,Luxembourg,Ireland,Cyprus,Female,33
113423,Greece,Italy,Germany,Germany,Greece,Greece,Germany,Female,52
113424,Greece,Germany,Greece,Germany,Greece,Greece,Germany,Female,74
113425,Greece,Sweden,Germany,France,Austria,Greece,Germany,Female,28
113426,Greece,Estonia,Luxembourg,Great Britain/United Kingdom,Denmark,Cyprus,Germany,Female,20
113427,Greece,France,Great Britain/United Kingdom,Germany,Italy,Belgium,Bulgaria,Female,34
113428,Greece,France,Germany,Great Britain/United Kingdom,Italy,France,Germany,Male,19
113429,Greece,Sweden,Bulgaria,Austria,Greece,France,Germany,Female,24
113430,Greece,Spain,Great Britain/United Kingdom,Germany,France,Italy,Czech Republic,Female,18
113431,Greece,Great Britain/United Kingdom,Don't know,Germany,Portugal,Austria,Germany,Female,34
113432,Greece,Austria,Greece,Greece,Spain,Greece,Germany,Male,65
113433,Greece,Malta,Bulgaria,Great Britain/United Kingdom,Ireland,Cyprus,Netherlands,Male,26
113434,Greece,Denmark,Poland,Great Britain/United Kingdom,Cyprus,Greece,Germany,Female,20
113435,Greece,Greece,Netherlands,Netherlands,Italy,Spain,Germany,Male,33
113436,Greece,Cyprus,Great Britain/United Kingdom,Germany,Cyprus,Spain,Germany,Male,27
113437,Greece,None,Bulgaria,Austria,France,Greece,Germany,Female,30
113438,Greece,France,Spain,Germany,Netherlands,Greece,Italy,Male,73
113439,Greece,Netherlands,Greece,Italy,Estonia,None,None,Female,66
113440,Greece,Sweden,Greece,Great Britain/United Kingdom,Poland,Romania,Great Britain/United Kingdom,Male,44
113441,Greece,Germany,Italy,Great Britain/United Kingdom,Denmark,Greece,Malta,Male,55
113442,Greece,Germany,Italy,Czech Republic,Bulgaria,Poland,Great Britain/United Kingdom,Female,37
113443,Greece,Netherlands,Italy,Germany,Poland,Greece,Great Britain/United Kingdom,Female,63
113444,Greece,Germany,Greece,Greece,Belgium,Bulgaria,Czech Republic,Female,26
113445,Greece,None,None,Great Britain/United Kingdom,Greece,Greece,Great Britain/United Kingdom,Male,77
113446,Greece,Germany,Greece,Great Britain/United Kingdom,Malta,Greece,Great Britain/United Kingdom,Female,25
113447,Greece,Sweden,Estonia,Czech Republic,Bulgaria,Bulgaria,Hungary,Male,59
113448,Greece,France,Bulgaria,Germany,Denmark,Greece,Sweden,Female,68
113449,Greece,Austria,Germany,Great Britain/United Kingdom,Finland,Greece,Great Britain/United Kingdom,Female,18
113450,Greece,France,Greece,Italy,Austria,Don't know,Don't know,Female,18
113451,Greece,Spain,Italy,Great Britain/United Kingdom,Finland,Greece,Cyprus,Male,41
113452,Greece,Denmark,Italy,Germany,Denmark,Poland,Great Britain/United Kingdom,Male,19
113453,Greece,Greece,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Male,70
113454,Greece,Don't know,Don't know,Netherlands,Spain,Spain,Germany,Male,36
113455,Greece,Don't know,Don't know,Don't know,Don't know,None,Don't know,Female,28
113456,Greece,Great Britain/United Kingdom,Romania,Germany,Don't know,Greece,Germany,Male,36
113457,Greece,None,None,Germany,Don't know,Don't know,Germany,Male,62
113458,Greece,Don't know,Don't know,Germany,Don't know,Italy,Germany,Female,34
113459,Greece,None,Don't know,Germany,Don't know,Italy,Germany,Female,24
113460,Greece,Belgium,Spain,Germany,Netherlands,Denmark,Germany,Female,31
113461,Greece,None,Bulgaria,Don't know,Don't know,Spain,Germany,Female,43
113462,Greece,Great Britain/United Kingdom,Italy,Germany,Sweden,Sweden,Germany,Female,68
113463,Greece,Sweden,Germany,Germany,Don't know,Belgium,Germany,Female,30
113464,Greece,Sweden,Don't know,Germany,Italy,Italy,Germany,Female,25
113465,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Germany,Female,60
113466,Greece,Don't know,Don't know,Germany,Don't know,Don't know,Germany,Female,32
113467,Greece,Sweden,Italy,Great Britain/United Kingdom,Netherlands,Spain,Germany,Male,38
113468,Greece,None,Don't know,Germany,Sweden,Greece,Germany,Male,39
113469,Greece,Germany,Bulgaria,Don't know,Don't know,Germany,Bulgaria,Male,37
113470,Greece,Sweden,Don't know,Great Britain/United Kingdom,Netherlands,Greece,Germany,Male,49
113471,Greece,Don't know,Don't know,Germany,Don't know,Don't know,Germany,Female,72
113472,Greece,Spain,None,Great Britain/United Kingdom,Italy,Netherlands,Germany,Male,36
113473,Greece,Denmark,Italy,Germany,Netherlands,Spain,Great Britain/United Kingdom,Male,50
113474,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,53
113475,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,80
113476,Greece,Denmark,Don't know,Germany,Greece,Greece,Germany,Female,38
113477,Greece,France,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Female,75
113478,Greece,Spain,Germany,Germany,Italy,Greece,Germany,Female,25
113479,Greece,Cyprus,Germany,Germany,Italy,Greece,Great Britain/United Kingdom,Male,57
113480,Greece,Sweden,Germany,Germany,Greece,Spain,Great Britain/United Kingdom,Female,34
113481,Greece,Sweden,Don't know,Germany,Greece,Greece,Germany,Female,25
113482,Greece,Don't know,Don't know,Germany,Greece,Spain,Germany,Male,65
113483,Greece,Sweden,None,Germany,Netherlands,Greece,Germany,Male,19
113484,Greece,Sweden,Don't know,Germany,Czech Republic,Greece,Germany,Male,24
113485,Greece,Sweden,Germany,Germany,Netherlands,Greece,Great Britain/United Kingdom,Male,21
113486,Greece,Belgium,Romania,Great Britain/United Kingdom,Germany,Poland,Great Britain/United Kingdom,Male,71
113487,Greece,Germany,Greece,Germany,Sweden,Italy,Great Britain/United Kingdom,Male,65
113488,Greece,Greece,Germany,Great Britain/United Kingdom,Sweden,Italy,Germany,Female,80
113489,Greece,Greece,Germany,Italy,Latvia,Greece,Germany,Female,34
113490,Greece,France,Portugal,Italy,Spain,Spain,Belgium,Female,78
113491,Greece,Cyprus,Germany,Germany,Finland,Spain,Germany,Male,42
113492,Greece,Greece,Germany,Germany,Cyprus,Italy,Austria,Male,33
113493,Greece,Don't know,Greece,Greece,Germany,Spain,Germany,Male,23
113494,Greece,Finland,Bulgaria,Great Britain/United Kingdom,Finland,None,Germany,Female,36
113495,Greece,Don't know,Romania,Germany,Ireland,Don't know,Germany,Female,55
113496,Greece,Don't know,Italy,Germany,Denmark,Don't know,Great Britain/United Kingdom,Male,47
113497,Greece,France,Greece,Germany,Cyprus,Greece,Germany,Male,54
113498,Greece,Denmark,Great Britain/United Kingdom,Germany,Greece,Greece,Germany,Male,23
113499,Greece,None,Italy,Great Britain/United Kingdom,Finland,Greece,Great Britain/United Kingdom,Female,33
113500,Greece,Finland,Greece,Bulgaria,Cyprus,Ireland,Spain,Male,27
113501,Greece,Germany,Don't know,Germany,Don't know,Greece,Great Britain/United Kingdom,Male,24
113502,Greece,None,Greece,Germany,Italy,Greece,Italy,Female,69
113503,Greece,France,Italy,Germany,Great Britain/United Kingdom,Cyprus,Bulgaria,Male,36
113504,Greece,Greece,Great Britain/United Kingdom,Germany,Great Britain/United Kingdom,Greece,Cyprus,Male,57
113505,Greece,Greece,Germany,Germany,France,Greece,Italy,Male,78
113506,Greece,Greece,Belgium,Germany,Belgium,Greece,Finland,Female,51
113507,Greece,None,Germany,Germany,Cyprus,Greece,Cyprus,Male,33
113508,Greece,None,Germany,Germany,Greece,Greece,Spain,Female,80
113509,Greece,Greece,Italy,Germany,Great Britain/United Kingdom,None,Don't know,Female,44
113510,Greece,None,None,Germany,Don't know,Greece,Germany,Male,30
113511,Greece,Spain,Germany,Germany,Portugal,Spain,Germany,Female,41
113512,Greece,Cyprus,Germany,Germany,Spain,Spain,Germany,Male,48
113513,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,52
113514,Greece,Sweden,Don't know,Germany,Don't know,Poland,Germany,Male,37
113515,Greece,Belgium,Bulgaria,Germany,Netherlands,Greece,Germany,Female,40
113516,Greece,Denmark,France,Germany,Italy,Portugal,Germany,Male,55
113517,Greece,Finland,Romania,Germany,France,Greece,Germany,Male,52
113518,Greece,Don't know,Don't know,Germany,Italy,Greece,Germany,Male,44
113519,Greece,Don't know,Don't know,Germany,Don't know,France,Germany,Female,60
113520,Greece,France,Don't know,France,Spain,Italy,Germany,Female,55
113521,Greece,None,Don't know,Denmark,Greece,Greece,Germany,Male,86
113522,Greece,Germany,Don't know,Great Britain/United Kingdom,Don't know,Portugal,Sweden,Male,34
113523,Greece,None,Don't know,Don't know,Don't know,Greece,Germany,Female,65
113524,Greece,Don't know,Don't know,Germany,Don't know,Greece,Germany,Male,85
113525,Greece,Germany,Don't know,Sweden,None,Greece,Germany,Female,44
113526,Greece,Don't know,Don't know,Don't know,Don't know,Greece,Don't know,Female,36
113527,Greece,Belgium,Don't know,France,Spain,Greece,Great Britain/United Kingdom,Male,47
113528,Greece,Sweden,Greece,France,Greece,Greece,Germany,Female,40
113529,Greece,France,Don't know,Germany,Greece,Greece,Germany,Female,37
113530,Greece,None,Greece,Great Britain/United Kingdom,Don't know,Don't know,Germany,Female,52
113531,Greece,Don't know,Romania,Germany,Spain,Spain,Germany,Male,57
113532,Greece,Don't know,Greece,Germany,Sweden,Don't know,Germany,Male,30
113533,Greece,Don't know,Greece,Germany,Don't know,None,Germany,Female,33
113534,Greece,Finland,Poland,Bulgaria,Austria,Greece,Poland,Male,48
113535,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,20
113536,Greece,Greece,Italy,Germany,Don't know,Greece,Germany,Male,55
113537,Greece,France,Italy,Germany,Greece,Greece,Germany,Female,19
113538,Greece,Don't know,Greece,Germany,Don't know,None,Don't know,Male,33
113539,Greece,Germany,Italy,Don't know,Don't know,None,Don't know,Female,82
113540,Greece,Greece,Germany,Germany,Don't know,Greece,Germany,Female,36
113541,Greece,Spain,Italy,Germany,Spain,Greece,Germany,Male,43
113542,Greece,Don't know,Spain,Germany,Don't know,Greece,Don't know,Male,45
113543,Greece,Great Britain/United Kingdom,Greece,France,Denmark,Greece,Germany,Male,78
113544,Greece,Finland,Don't know,France,Greece,Spain,Germany,Female,50
113545,Greece,Germany,Greece,France,Greece,Don't know,Don't know,Male,39
113546,Greece,Don't know,Don't know,Germany,Great Britain/United Kingdom,Greece,Germany,Female,55
113547,Greece,Germany,Don't know,Germany,Italy,Don't know,Don't know,Female,34
113548,Greece,Germany,Italy,Great Britain/United Kingdom,Don't know,Greece,Germany,Female,70
113549,Greece,Germany,Greece,Germany,Don't know,None,None,Female,44
113550,Greece,France,Malta,Germany,Cyprus,Greece,Poland,Male,38
113551,Greece,Greece,Germany,Germany,Greece,Cyprus,Germany,Male,49
113552,Greece,Sweden,Finland,Germany,Cyprus,Greece,Lithuania,Male,44
113553,Greece,Sweden,Estonia,Hungary,Greece,Cyprus,Estonia,Male,40
113554,Greece,Ireland,Estonia,Germany,Greece,Greece,Finland,Male,20
113555,Greece,Great Britain/United Kingdom,Finland,Germany,Greece,Greece,Czech Republic,Male,39
113556,Greece,Greece,Germany,Germany,Greece,Greece,Germany,Male,19
113557,Greece,Sweden,Finland,Germany,Cyprus,Greece,Netherlands,Male,51
113558,Greece,France,Greece,Ireland,Greece,Cyprus,Germany,Female,40
113559,Greece,Netherlands,Latvia,Germany,Greece,Greece,Lithuania,Male,34
113560,Greece,Greece,Germany,Germany,Greece,Cyprus,Germany,Male,62
113561,Greece,Sweden,Great Britain/United Kingdom,Germany,Italy,Greece,Germany,Male,39
113562,Greece,Denmark,Germany,Germany,Greece,Italy,Finland,Female,40
113563,Greece,Great Britain/United Kingdom,Italy,Estonia,Austria,Greece,Germany,Male,42
113564,Greece,Greece,Germany,Germany,Cyprus,Greece,Germany,Male,24
113565,Greece,Netherlands,Bulgaria,Germany,Greece,Greece,Austria,Female,63
113566,Greece,France,Greece,Greece,Don't know,Greece,Germany,Female,56
113567,Greece,Don't know,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Female,56
113568,Greece,Don't know,Don't know,Germany,Italy,Don't know,Germany,Female,67
113569,Greece,Sweden,Lithuania,Great Britain/United Kingdom,Greece,Greece,Germany,Male,55
113570,Greece,France,Great Britain/United Kingdom,Germany,Spain,Greece,Germany,Male,50
113571,Greece,France,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Male,53
113572,Greece,Ireland,Germany,Germany,None,Don't know,Germany,Male,35
113573,Greece,Don't know,Great Britain/United Kingdom,Germany,Greece,Greece,Germany,Female,85
113574,Greece,Sweden,Germany,Germany,France,Cyprus,Germany,Male,28
113575,Greece,Great Britain/United Kingdom,Germany,Germany,Cyprus,Greece,Germany,Male,54
113576,Greece,Denmark,Germany,Great Britain/United Kingdom,Greece,Greece,Germany,Female,25
113577,Greece,Finland,None,Germany,France,Italy,Germany,Male,21
113578,Greece,Austria,Netherlands,Great Britain/United Kingdom,Italy,None,Germany,Male,63
113579,Greece,None,None,None,None,None,None,Male,19
113580,Greece,Don't know,Germany,Germany,Lithuania,Spain,Germany,Female,23
113581,Greece,Don't know,Don't know,Germany,Don't know,Greece,Germany,Male,24
113582,Greece,Greece,Spain,Great Britain/United Kingdom,Belgium,Greece,Germany,Female,35
113583,Greece,Don't know,Great Britain/United Kingdom,Germany,Greece,Greece,Germany,Female,47
113584,Greece,Denmark,Germany,Germany,France,Greece,Germany,Male,78
113585,Greece,Finland,Germany,Spain,Greece,Greece,Great Britain/United Kingdom,Female,38
113586,Greece,Greece,Germany,None,None,Greece,Don't know,Female,47
113587,Greece,Italy,Germany,Spain,Germany,Greece,Germany,Female,29
113588,Greece,Italy,Greece,Great Britain/United Kingdom,Germany,Italy,Germany,Male,57
113589,Greece,Great Britain/United Kingdom,Germany,Italy,Greece,Greece,France,Female,19
113590,Greece,Greece,Don't know,Germany,Greece,Greece,Belgium,Female,33
113591,Greece,Belgium,Finland,Great Britain/United Kingdom,Malta,Greece,Germany,Male,47
113592,Greece,Greece,Bulgaria,Germany,Luxembourg,Greece,Great Britain/United Kingdom,Female,35
113593,Greece,Italy,Bulgaria,Germany,Malta,Greece,Germany,Male,50
113594,Greece,Greece,Austria,Germany,Estonia,Greece,Great Britain/United Kingdom,Female,36
113595,Greece,Belgium,Luxembourg,Germany,Denmark,Italy,Belgium,Male,46
113596,Greece,Cyprus,Ireland,Germany,Estonia,Greece,Belgium,Male,20
113597,Greece,Belgium,Bulgaria,Germany,Malta,Malta,Belgium,Male,40
113598,Greece,Belgium,Bulgaria,Germany,Greece,Cyprus,Great Britain/United Kingdom,Male,50
113599,Greece,Belgium,Bulgaria,Germany,Cyprus,Cyprus,Great Britain/United Kingdom,Male,33
113600,Greece,Italy,Czech Republic,Germany,Cyprus,Greece,Great Britain/United Kingdom,Female,34
113601,Greece,Belgium,Lithuania,Germany,Cyprus,Cyprus,Great Britain/United Kingdom,Male,40
113602,Greece,Cyprus,Bulgaria,Germany,Greece,Greece,Great Britain/United Kingdom,Female,31
113603,Greece,Italy,Latvia,Germany,Cyprus,Greece,Great Britain/United Kingdom,Female,31
113604,Greece,Cyprus,Bulgaria,Great Britain/United Kingdom,Greece,Malta,Great Britain/United Kingdom,Male,42
113605,Greece,Greece,Bulgaria,Great Britain/United Kingdom,Greece,Malta,Great Britain/United Kingdom,Female,33
113606,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Female,35
113607,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Male,73
113608,Greece,Belgium,Greece,Germany,Greece,Greece,Germany,Female,22
113609,Greece,Bulgaria,Greece,Don't know,Don't know,Greece,Bulgaria,Female,45
113610,Greece,Great Britain/United Kingdom,Great Britain/United Kingdom,Cyprus,Cyprus,None,None,Male,21
113611,Greece,None,None,Refused,Refused,Greece,Refused,Male,78
113612,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Female,76
113613,Greece,Refused,Refused,Refused,Refused,Refused,Refused,Male,44
113614,Greece,Romania,Don't know,Don't know,Don't know,Greece,Don't know,Female,22
113615,Greece,Greece,Greece,Don't know,Greece,Greece,Greece,Female,71
113616,Greece,Germany,France,France,Germany,Greece,Germany,Female,19
113617,Greece,None,None,None,None,None,None,Male,22
113618,Greece,Netherlands,Italy,Germany,Cyprus,None,None,Male,62
113619,Greece,Denmark,Bulgaria,Italy,Great Britain/United Kingdom,Netherlands,Greece,Female,19
113620,Greece,None,None,None,None,None,None,Male,18
113621,Greece,Denmark,Cyprus,Great Britain/United Kingdom,Greece,Greece,Germany,Female,28
113622,Greece,Austria,Italy,Don't know,Greece,Greece,Bulgaria,Male,51
113623,Greece,France,Germany,Great Britain/United Kingdom,Germany,Greece,Finland,Female,50
113624,Greece,Belgium,Bulgaria,Bulgaria,Cyprus,Greece,Germany,Female,30
113625,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Male,74
113626,Greece,Bulgaria,Don't know,Don't know,Don't know,Bulgaria,Greece,Female,37
113627,Greece,Greece,Cyprus,Greece,Belgium,Greece,Austria,Male,45
113628,Greece,France,Germany,Germany,France,None,Germany,Female,19
113629,Greece,None,None,None,None,None,None,Female,52
113630,Greece,Greece,Germany,Germany,France,Greece,Great Britain/United Kingdom,Male,18
113631,Greece,None,None,Don't know,Don't know,Don't know,None,Male,45
113632,Greece,Greece,Germany,France,Greece,Greece,Germany,Male,70
113633,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Female,73
113634,Greece,Bulgaria,Greece,Great Britain/United Kingdom,Bulgaria,Bulgaria,Bulgaria,Male,22
113635,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Male,75
113636,Greece,Germany,Germany,Germany,Germany,Germany,Germany,Male,76
113637,Greece,Refused,Refused,Germany,Germany,Greece,Greece,Female,44
113638,Greece,Greece,Greece,Greece,Greece,Greece,Greece,Male,24
113639,Greece,Germany,Italy,Italy,Great Britain/United Kingdom,Spain,Greece,Female,50
113640,Greece,Greece,Denmark,Germany,Germany,Greece,Great Britain/United Kingdom,Male,57
113641,Greece,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,42
113642,Greece,Greece,Greece,Germany,Germany,Greece,Greece,Female,74
113643,Greece,Austria,Austria,Germany,Germany,Greece,Greece,Male,51
113644,Greece,Bulgaria,Greece,Bulgaria,Greece,Bulgaria,Greece,Female,33
113645,Greece,Refused,Refused,Refused,Refused,Refused,Refused,Male,22
114646,Poland,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Female,53
114647,Poland,Belgium,Don't know,Don't know,Don't know,Don't know,Don't know,Female,40
114648,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,51
114649,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,29
114650,Poland,Italy,Cyprus,Spain,Italy,Slovakia,Poland,Female,60
114651,Poland,Estonia,Netherlands,France,Germany,Portugal,Austria,Male,68
114652,Poland,Lithuania,Malta,Poland,Sweden,Don't know,Czech Republic,Male,72
114653,Poland,Finland,Netherlands,Slovakia,Spain,Ireland,Finland,Male,80
114654,Poland,Denmark,Denmark,Don't know,Don't know,Don't know,Don't know,Female,31
114655,Poland,Czech Republic,Don't know,Don't know,Don't know,Don't know,Don't know,Female,85
114656,Poland,Germany,Greece,Great Britain/United Kingdom,Don't know,Don't know,Don't know,Female,27
114657,Poland,Belgium,Don't know,Don't know,Don't know,Don't know,Don't know,Female,34
114658,Poland,Sweden,Romania,France,Austria,Poland,Czech Republic,Female,18
114659,Poland,Poland,Germany,Greece,Bulgaria,Slovakia,Germany,Female,18
114660,Poland,Hungary,France,Denmark,Poland,Poland,Lithuania,Female,26
114661,Poland,France,Greece,Germany,Sweden,Poland,Italy,Male,23
114662,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,39
114663,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,24
114664,Poland,Sweden,Estonia,Czech Republic,Poland,Don't know,Hungary,Male,41
114665,Poland,Poland,Lithuania,Germany,Slovakia,Hungary,Czech Republic,Female,27
114666,Poland,Sweden,Greece,Germany,Czech Republic,Sweden,Germany,Female,45
114667,Poland,Austria,Spain,Great Britain/United Kingdom,Hungary,Austria,Great Britain/United Kingdom,Female,35
114668,Poland,Sweden,Greece,Italy,Finland,Poland,Greece,Female,24
114669,Poland,Netherlands,Greece,Germany,Czech Republic,Finland,Germany,Male,62
114670,Poland,Don't know,Don't know,Don't know,Poland,Don't know,Don't know,Male,61
114671,Poland,Germany,Czech Republic,Netherlands,Slovakia,Don't know,Don't know,Male,69
114672,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Female,68
114673,Poland,Austria,France,Germany,Sweden,Romania,France,Male,64
114674,Poland,Finland,Don't know,Don't know,Don't know,Don't know,Don't know,Female,35
114675,Poland,Great Britain/United Kingdom,Greece,Don't know,Don't know,France,Don't know,Male,52
114676,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,53
114677,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,38
114678,Poland,Germany,Don't know,Don't know,Don't know,Don't know,Don't know,Female,70
114679,Poland,Sweden,Don't know,Don't know,Don't know,Poland,Don't know,Male,67
114680,Poland,Great Britain/United Kingdom,Poland,France,Great Britain/United Kingdom,Poland,Germany,Female,61
114681,Poland,Poland,Don't know,Germany,Greece,Poland,Germany,Male,29
114682,Poland,Austria,Don't know,Italy,Don't know,Don't know,Don't know,Male,65
114683,Poland,Germany,Don't know,Don't know,Don't know,Poland,Great Britain/United Kingdom,Female,65
114684,Poland,Germany,France,France,Sweden,Sweden,Greece,Female,31
114685,Poland,Hungary,Germany,Don't know,Don't know,France,Don't know,Male,65
114686,Poland,Germany,Greece,Don't know,Don't know,Don't know,Don't know,Male,63
114687,Poland,Austria,Spain,Germany,Poland,Poland,Germany,Female,44
114688,Poland,Poland,Sweden,Romania,Poland,Poland,Netherlands,Male,35
114689,Poland,Sweden,Great Britain/United Kingdom,Netherlands,Germany,Sweden,Great Britain/United Kingdom,Male,35
114690,Poland,Poland,Germany,France,Luxembourg,Estonia,Austria,Male,29
114691,Poland,Austria,Austria,Austria,Austria,Austria,Austria,Male,23
114692,Poland,Spain,Germany,Poland,Czech Republic,Great Britain/United Kingdom,Romania,Male,52
114693,Poland,Austria,Belgium,Belgium,Bulgaria,Cyprus,Belgium,Male,53
114694,Poland,Poland,Germany,Spain,Estonia,Bulgaria,Germany,Male,42
114695,Poland,Great Britain/United Kingdom,Slovakia,France,Italy,Italy,Denmark,Female,36
114696,Poland,Germany,Netherlands,Finland,Denmark,Czech Republic,Estonia,Female,36
114697,Poland,Germany,France,Bulgaria,Great Britain/United Kingdom,Italy,Portugal,Male,51
114698,Poland,Don't know,Don't know,Italy,Belgium,Sweden,Don't know,Male,33
114699,Poland,Poland,Don't know,Germany,Great Britain/United Kingdom,Don't know,Don't know,Female,37
114700,Poland,Poland,Denmark,Poland,Germany,Sweden,Bulgaria,Female,30
114701,Poland,Czech Republic,Finland,Slovakia,Germany,Italy,Ireland,Female,77
114702,Poland,Hungary,Netherlands,Finland,Malta,Portugal,Czech Republic,Male,50
114703,Poland,Austria,Germany,Spain,Greece,France,Denmark,Male,26
114704,Poland,Belgium,Germany,Great Britain/United Kingdom,Germany,France,Germany,Female,45
114705,Poland,France,Sweden,Poland,Germany,Spain,Great Britain/United Kingdom,Female,52
114706,Poland,Spain,Greece,Finland,Sweden,Slovakia,Germany,Female,76
114707,Poland,Netherlands,Luxembourg,Finland,Portugal,Germany,Bulgaria,Female,52
114708,Poland,Bulgaria,Greece,Poland,Portugal,Slovenia,Luxembourg,Male,26
114709,Poland,Belgium,Estonia,Latvia,Germany,Slovakia,Sweden,Female,55
114710,Poland,Germany,Romania,Don't know,Netherlands,Ireland,Don't know,Male,35
114711,Poland,Great Britain/United Kingdom,Don't know,Don't know,Netherlands,Don't know,Don't know,Male,18
114712,Poland,France,Romania,Don't know,Don't know,Don't know,Don't know,Male,18
114713,Poland,Germany,Greece,Italy,Sweden,Don't know,Don't know,Male,20
114714,Poland,Don't know,Don't know,Don't know,Don't know,Spain,Don't know,Female,64
114715,Poland,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Male,19
114716,Poland,Ireland,Greece,Don't know,Don't know,Don't know,Poland,Female,37
114717,Poland,Germany,Don't know,France,Spain,Don't know,Don't know,Male,22
114718,Poland,Germany,Romania,Romania,France,Czech Republic,Don't know,Male,73
114719,Poland,Ireland,Estonia,Bulgaria,Belgium,Ireland,Lithuania,Female,60
114720,Poland,France,Bulgaria,Bulgaria,France,France,Don't know,Male,79
114721,Poland,Refused,Greece,Greece,France,Don't know,Don't know,Male,55
114722,Poland,Poland,Romania,Ireland,Czech Republic,France,Great Britain/United Kingdom,Female,28
114723,Poland,Poland,Great Britain/United Kingdom,Italy,Greece,Poland,Hungary,Male,37
114724,Poland,Great Britain/United Kingdom,Bulgaria,Ireland,Spain,France,Greece,Female,36
114725,Poland,Belgium,Greece,Germany,Poland,Belgium,Germany,Male,48
114726,Poland,Hungary,Lithuania,Luxembourg,Slovenia,Slovakia,Finland,Male,35
114727,Poland,Latvia,Italy,Italy,Slovenia,Czech Republic,France,Female,27
114728,Poland,Don't know,Great Britain/United Kingdom,Don't know,Don't know,Poland,None,Female,55
114729,Poland,Germany,Germany,Great Britain/United Kingdom,None,Don't know,None,Male,24
114730,Poland,Netherlands,Germany,Germany,Netherlands,Netherlands,None,Male,29
114731,Poland,Germany,Romania,Greece,Don't know,Don't know,Don't know,Male,80
114732,Poland,Great Britain/United Kingdom,Greece,Lithuania,Austria,Don't know,Don't know,Female,60
114733,Poland,Sweden,Latvia,Germany,Spain,Great Britain/United Kingdom,Don't know,Female,50
114734,Poland,Great Britain/United Kingdom,Don't know,Germany,Italy,Don't know,Don't know,Male,46
114735,Poland,Finland,Lithuania,Lithuania,Hungary,Don't know,Don't know,Male,65
114736,Poland,Netherlands,France,Germany,Spain,Italy,Don't know,Female,34
114737,Poland,Ireland,Greece,Lithuania,Spain,Don't know,Don't know,Female,40
114738,Poland,Denmark,Cyprus,Austria,Ireland,Netherlands,Germany,Female,63
114739,Poland,Netherlands,Netherlands,Finland,Poland,France,France,Female,27
114740,Poland,Belgium,Denmark,Denmark,Belgium,Germany,Germany,Female,34
114741,Poland,Spain,Germany,Poland,Italy,Denmark,Bulgaria,Male,18
114742,Poland,Italy,Poland,Poland,Italy,Don't know,Don't know,Female,38
114743,Poland,Ireland,Greece,Germany,Great Britain/United Kingdom,Don't know,Germany,Female,18
114744,Poland,Sweden,Don't know,Lithuania,Sweden,None,None,Male,51
114745,Poland,France,Great Britain/United Kingdom,Great Britain/United Kingdom,Italy,Don't know,Don't know,Female,50
114746,Poland,France,Don't know,Slovakia,Don't know,Don't know,Don't know,Female,47
114747,Poland,Luxembourg,Germany,Poland,Great Britain/United Kingdom,Denmark,Denmark,Male,25
114748,Poland,Great Britain/United Kingdom,Poland,Poland,Don't know,Don't know,None,Female,37
114749,Poland,Netherlands,France,Italy,Spain,Denmark,Spain,Male,56
